date,sku,category,channel,price,discount_rate,units_sold,revenue,cogs,profit,marketing_spend,promotion_flag,inventory_level,day_of_week,month,quarter,is_weekend
2022-02-28,SKU-B01,Beauty,Mobile App,35.53,0.016,29,1030.37,551.93,438.27,401.71,0,16,0,2,1,0
2022-02-28,SKU-G02,Grocery,Mobile App,11.01,0.28,30,330.3,163.9,118.26,481.44,1,156,0,2,1,0
2022-02-28,SKU-S02,Sports,Online,111.47,0.032,23,2563.81,1101.61,1461.47,7.32,0,57,0,2,1,0
2022-02-28,SKU-E05,Electronics,Wholesale,176.31,0.314,30,5289.3,2694.84,2549.25,452.08,1,61,0,2,1,0
2022-02-28,SKU-H02,Home & Garden,Mobile App,49.54,0.382,19,941.26,520.69,388.09,324.77,1,167,0,2,1,0
2022-02-28,SKU-E01,Electronics,Wholesale,206.3,0.173,24,4951.2,2902.71,2045.25,32.39,1,15,0,2,1,0
2022-02-28,SKU-B01,Beauty,Mobile App,34.61,0.123,31,1072.91,551.93,475.94,450.44,0,33,0,2,1,0
2022-02-28,SKU-A04,Apparel,Wholesale,45.01,0.263,47,2115.47,1100.2,1014.88,3.86,1,122,0,2,1,0
2022-02-28,SKU-A05,Apparel,Online,37.06,0.366,28,1037.68,574.61,439.59,234.79,1,38,0,2,1,0
2022-02-28,SKU-H03,Home & Garden,Wholesale,58.89,0.315,23,1354.47,679.02,654.43,210.22,1,83,0,2,1,0
2022-03-01,SKU-S01,Sports,Mobile App,77.01,0.333,10,770.1,372.81,390.59,67.01,1,56,1,3,1,0
2022-03-01,SKU-E03,Electronics,Online,199.39,0.135,18,3589.02,2029.35,1538.7,209.7,0,14,1,3,1,0
2022-03-01,SKU-A02,Apparel,Online,47.61,0.191,40,1904.4,1127.11,739.18,381.15,1,116,1,3,1,0
2022-03-01,SKU-H03,Home & Garden,In-Store,51.17,0.388,15,767.55,354.77,386.92,258.56,1,65,1,3,1,0
2022-03-01,SKU-A05,Apparel,Online,47.74,0.222,22,1050.28,491.93,520.46,378.92,1,194,1,3,1,0
2022-03-01,SKU-A01,Apparel,Wholesale,56.87,0.096,38,2161.06,976.24,1155.54,292.83,0,61,1,3,1,0
2022-03-01,SKU-A05,Apparel,Online,53.73,0.078,30,1611.9,679.84,901.5,305.61,0,113,1,3,1,0
2022-03-01,SKU-E03,Electronics,Online,179.86,0.25,24,4316.64,1987.03,2284.48,451.33,1,99,1,3,1,0
2022-03-01,SKU-S01,Sports,Mobile App,91.43,0.242,20,1828.6,731.6,1080.16,168.44,1,133,1,3,1,0
2022-03-01,SKU-B02,Beauty,In-Store,38.09,0.121,11,418.99,178.74,229.74,105.06,0,122,1,3,1,0
2022-03-01,SKU-A02,Apparel,Wholesale,56.89,0.136,36,2048.04,900.03,1139.02,89.95,0,138,1,3,1,0
2022-03-01,SKU-G02,Grocery,Wholesale,15.52,0.004,38,589.76,263.37,280.02,463.73,0,116,1,3,1,0
2022-03-02,SKU-H03,Home & Garden,Online,63.19,0.189,21,1326.99,682.37,603.6,410.18,1,119,2,3,1,0
2022-03-02,SKU-A03,Apparel,Mobile App,38.71,0.348,31,1200.01,542.75,609.86,474.03,1,185,2,3,1,0
2022-03-02,SKU-H02,Home & Garden,In-Store,68.43,0.058,19,1300.17,687.51,600.17,124.92,0,164,2,3,1,0
2022-03-02,SKU-S01,Sports,In-Store,79.58,0.268,22,1750.76,863.54,881.26,59.61,1,118,2,3,1,0
2022-03-02,SKU-E05,Electronics,Mobile App,199.62,0.154,21,4192.02,2504.0,1678.43,95.93,1,100,2,3,1,0
2022-03-02,SKU-S01,Sports,Online,76.19,0.387,19,1447.61,672.61,736.6,383.99,1,25,2,3,1,0
2022-03-02,SKU-H03,Home & Garden,Wholesale,65.83,0.2,38,2501.54,1346.71,1118.2,366.29,1,72,2,3,1,0
2022-03-02,SKU-A04,Apparel,Online,35.46,0.394,22,780.12,317.79,420.41,419.16,1,107,2,3,1,0
2022-03-02,SKU-S03,Sports,Mobile App,120.41,0.078,31,3732.71,1984.98,1702.0,457.35,0,146,2,3,1,0
2022-03-02,SKU-B03,Beauty,In-Store,41.14,0.059,34,1398.76,663.33,712.17,232.56,0,18,2,3,1,0
2022-03-02,SKU-H02,Home & Garden,In-Store,69.94,0.067,21,1468.74,657.6,783.9,272.35,0,26,2,3,1,0
2022-03-02,SKU-S04,Sports,Mobile App,107.66,0.065,26,2799.16,1501.8,1258.96,384.01,0,138,2,3,1,0
2022-03-03,SKU-E01,Electronics,In-Store,172.5,0.361,24,4140.0,2143.41,1990.2,63.9,1,189,3,3,1,0
2022-03-03,SKU-A01,Apparel,In-Store,41.65,0.245,27,1124.55,529.22,590.97,43.56,1,199,3,3,1,0
2022-03-03,SKU-H04,Home & Garden,Wholesale,50.0,0.316,33,1650.0,973.36,651.64,249.95,1,122,3,3,1,0
2022-03-03,SKU-B01,Beauty,In-Store,26.4,0.313,20,528.0,314.74,201.66,116.03,1,91,3,3,1,0
2022-03-03,SKU-S01,Sports,Online,80.04,0.391,18,1440.72,637.69,802.39,6.39,1,122,3,3,1,0
2022-03-03,SKU-H04,Home & Garden,Wholesale,51.01,0.325,30,1530.3,685.46,841.75,30.89,1,152,3,3,1,0
2022-03-03,SKU-E05,Electronics,In-Store,174.46,0.287,20,3489.2,1764.34,1677.57,472.87,1,119,3,3,1,0
2022-03-03,SKU-A04,Apparel,Wholesale,56.25,0.064,44,2475.0,1348.86,1119.58,65.59,0,15,3,3,1,0
2022-03-03,SKU-B01,Beauty,Mobile App,40.36,0.044,25,1009.0,422.43,555.82,307.5,0,35,3,3,1,0
2022-03-03,SKU-H03,Home & Garden,Wholesale,64.96,0.111,34,2208.64,1277.17,883.17,483.01,0,46,3,3,1,0
2022-03-03,SKU-G03,Grocery,Mobile App,13.55,0.173,19,257.45,138.95,97.22,212.77,1,198,3,3,1,0
2022-03-03,SKU-E05,Electronics,Online,199.46,0.174,34,6781.64,3068.7,3686.24,267.0,1,163,3,3,1,0
2022-03-04,SKU-S04,Sports,In-Store,113.37,0.117,21,2380.77,1104.29,1261.35,151.3,0,83,4,3,1,0
2022-03-04,SKU-E02,Electronics,Mobile App,183.42,0.305,23,4218.66,2139.16,2035.64,438.58,1,39,4,3,1,0
2022-03-04,SKU-A01,Apparel,Mobile App,56.94,0.1,31,1765.14,901.72,854.24,91.81,0,21,4,3,1,0
2022-03-04,SKU-A02,Apparel,In-Store,46.63,0.171,31,1445.53,586.2,809.56,497.69,1,99,4,3,1,0
2022-03-04,SKU-S02,Sports,Mobile App,83.8,0.272,24,2011.2,956.65,1015.25,393.01,1,85,4,3,1,0
2022-03-04,SKU-H02,Home & Garden,In-Store,62.46,0.232,26,1623.96,839.71,768.08,161.72,1,192,4,3,1,0
2022-03-04,SKU-E04,Electronics,In-Store,239.25,0.071,24,5742.0,3090.66,2614.19,371.5,0,63,4,3,1,0
2022-03-04,SKU-G01,Grocery,Online,11.51,0.216,22,253.22,127.21,122.2,38.11,1,31,4,3,1,0
2022-03-04,SKU-H02,Home & Garden,In-Store,45.52,0.379,22,1001.44,433.7,525.74,420.05,1,146,4,3,1,0
2022-03-04,SKU-E02,Electronics,Online,232.8,0.108,23,5354.4,3140.41,2210.92,30.67,0,180,4,3,1,0
2022-03-04,SKU-E04,Electronics,In-Store,209.58,0.112,19,3982.02,2118.81,1820.11,431.02,0,101,4,3,1,0
2022-03-04,SKU-H03,Home & Garden,Online,55.15,0.272,28,1544.2,752.44,748.33,434.3,1,175,4,3,1,0
2022-03-04,SKU-E04,Electronics,Mobile App,181.06,0.281,21,3802.26,1873.52,1881.11,476.28,1,69,4,3,1,0
2022-03-05,SKU-H01,Home & Garden,Mobile App,74.71,0.034,39,2913.69,1445.42,1460.88,73.86,0,19,5,3,1,1
2022-03-05,SKU-B01,Beauty,Online,28.9,0.24,26,751.4,370.9,371.35,91.53,1,172,5,3,1,1
2022-03-05,SKU-B02,Beauty,Wholesale,26.7,0.313,29,774.3,361.86,408.59,38.52,1,23,5,3,1,1
2022-03-05,SKU-B02,Beauty,In-Store,33.93,0.202,27,916.11,449.27,445.94,209.0,1,12,5,3,1,1
2022-03-05,SKU-B02,Beauty,In-Store,29.76,0.218,19,565.44,239.31,312.34,137.95,1,163,5,3,1,1
2022-03-05,SKU-B01,Beauty,Wholesale,37.09,0.127,44,1631.96,742.12,846.98,428.62,0,43,5,3,1,1
2022-03-05,SKU-H01,Home & Garden,Wholesale,64.93,0.141,31,2012.83,907.43,1099.06,63.37,0,178,5,3,1,1
2022-03-05,SKU-E03,Electronics,In-Store,214.76,0.136,28,6013.28,3548.79,2436.5,279.91,0,49,5,3,1,1
2022-03-05,SKU-S02,Sports,Wholesale,70.79,0.347,22,1557.38,887.62,625.26,444.98,1,35,5,3,1,1
2022-03-06,SKU-H04,Home & Garden,Wholesale,56.29,0.345,24,1350.96,783.22,526.38,413.61,1,115,6,3,1,1
2022-03-06,SKU-H02,Home & Garden,In-Store,79.17,0.089,20,1583.4,701.81,847.34,342.48,0,162,6,3,1,1
2022-03-06,SKU-E02,Electronics,Mobile App,262.06,0.016,33,8647.98,5170.21,3473.99,37.82,0,124,6,3,1,1
2022-03-06,SKU-E02,Electronics,Mobile App,222.11,0.085,18,3997.98,1625.38,2351.77,208.27,0,110,6,3,1,1
2022-03-06,SKU-S03,Sports,In-Store,109.04,0.041,12,1308.48,760.2,517.49,307.89,0,74,6,3,1,1
2022-03-06,SKU-A04,Apparel,Mobile App,50.1,0.117,29,1452.9,658.47,770.69,237.36,0,72,6,3,1,1
2022-03-06,SKU-S04,Sports,In-Store,104.09,0.103,26,2706.34,1299.57,1362.33,444.38,0,62,6,3,1,1
2022-03-06,SKU-H04,Home & Garden,Wholesale,75.61,0.134,29,2192.69,1079.08,1073.05,405.63,0,105,6,3,1,1
2022-03-06,SKU-E05,Electronics,Mobile App,216.42,0.202,24,5194.08,2998.05,2171.95,240.75,1,159,6,3,1,1
2022-03-06,SKU-H02,Home & Garden,Online,52.21,0.343,22,1148.62,575.38,560.04,131.97,1,129,6,3,1,1
2022-03-06,SKU-S02,Sports,Mobile App,85.64,0.334,18,1541.52,779.52,726.5,355.02,1,68,6,3,1,1
2022-03-06,SKU-S03,Sports,Wholesale,104.03,0.099,41,4265.23,2123.46,2125.47,163.04,0,21,6,3,1,1
2022-03-06,SKU-B03,Beauty,In-Store,26.4,0.365,14,369.6,193.15,134.33,421.25,1,183,6,3,1,1
2022-03-06,SKU-B01,Beauty,Online,28.8,0.289,23,662.4,372.5,242.95,469.51,1,30,6,3,1,1
2022-03-07,SKU-G04,Grocery,Wholesale,9.75,0.311,30,292.5,137.15,120.9,344.52,1,67,0,3,1,0
2022-03-07,SKU-G01,Grocery,In-Store,11.61,0.152,17,197.37,86.99,63.1,472.77,1,167,0,3,1,0
2022-03-07,SKU-G04,Grocery,Online,10.08,0.265,26,262.08,123.48,109.3,293.0,1,182,0,3,1,0
2022-03-07,SKU-S03,Sports,Mobile App,77.53,0.365,27,2093.31,1226.09,840.88,263.44,1,93,0,3,1,0
2022-03-07,SKU-G04,Grocery,Mobile App,12.37,0.093,16,197.92,113.49,78.09,63.4,0,116,0,3,1,0
2022-03-07,SKU-A05,Apparel,Mobile App,56.89,0.073,25,1422.25,691.54,711.76,189.49,0,112,0,3,1,0
2022-03-07,SKU-H03,Home & Garden,Online,47.14,0.346,20,942.8,525.89,367.62,492.9,1,48,0,3,1,0
2022-03-07,SKU-G04,Grocery,Online,13.89,0.013,32,444.48,252.5,148.74,432.44,0,51,0,3,1,0
2022-03-07,SKU-G04,Grocery,Online,12.71,0.113,25,317.75,181.09,105.44,312.23,0,50,0,3,1,0
2022-03-07,SKU-S03,Sports,Wholesale,91.42,0.259,31,2834.02,1427.32,1361.66,450.35,1,183,0,3,1,0
2022-03-07,SKU-B03,Beauty,In-Store,31.71,0.175,19,602.49,245.83,307.25,494.12,1,93,0,3,1,0
2022-03-07,SKU-G03,Grocery,Mobile App,14.22,0.001,28,398.16,215.97,176.79,54.04,0,80,0,3,1,0
2022-03-07,SKU-S02,Sports,In-Store,108.36,0.161,24,2600.64,1364.55,1218.98,171.13,1,118,0,3,1,0
2022-03-07,SKU-B03,Beauty,In-Store,36.61,0.045,19,695.59,346.74,331.67,171.79,0,28,0,3,1,0
2022-03-07,SKU-G02,Grocery,Mobile App,10.84,0.213,26,281.84,147.68,134.0,1.56,1,39,0,3,1,0
2022-03-07,SKU-E04,Electronics,Online,169.04,0.313,28,4733.12,2541.12,2143.8,481.96,1,69,0,3,1,0
2022-03-07,SKU-A05,Apparel,Wholesale,40.03,0.356,33,1320.99,673.13,614.3,335.56,1,146,0,3,1,0
2022-03-07,SKU-B01,Beauty,In-Store,28.44,0.241,20,568.8,272.97,281.18,146.54,1,70,0,3,1,0
2022-03-07,SKU-H02,Home & Garden,In-Store,72.82,0.086,22,1602.04,760.13,823.46,184.45,0,63,0,3,1,0
2022-03-07,SKU-H04,Home & Garden,Mobile App,44.51,0.383,28,1246.28,706.43,537.64,22.08,1,45,0,3,1,0
2022-03-07,SKU-H02,Home & Garden,Mobile App,67.65,0.1,25,1691.25,909.36,741.91,399.77,0,194,0,3,1,0
2022-03-08,SKU-E03,Electronics,Mobile App,171.35,0.348,23,3941.05,1655.54,2250.37,351.4,1,168,1,3,1,0
2022-03-08,SKU-E03,Electronics,Mobile App,143.45,0.375,28,4016.6,2136.31,1855.97,243.2,1,64,1,3,1,0
2022-03-08,SKU-S02,Sports,Online,95.71,0.168,27,2584.17,1206.06,1372.16,59.54,1,89,1,3,1,0
2022-03-08,SKU-A01,Apparel,Wholesale,48.26,0.131,30,1447.8,757.73,673.25,168.16,0,132,1,3,1,0
2022-03-08,SKU-A05,Apparel,In-Store,60.21,0.041,29,1746.09,1004.68,704.34,370.72,0,29,1,3,1,0
2022-03-08,SKU-H01,Home & Garden,Mobile App,63.26,0.247,20,1265.2,688.81,539.69,367.03,1,18,1,3,1,0
2022-03-08,SKU-H01,Home & Garden,In-Store,59.16,0.253,25,1479.0,831.02,612.57,354.07,1,36,1,3,1,0
2022-03-08,SKU-E01,Electronics,Online,208.73,0.114,32,6679.36,3396.53,3244.72,381.07,0,30,1,3,1,0
2022-03-08,SKU-H01,Home & Garden,Online,57.47,0.339,27,1551.69,757.49,793.84,3.58,1,143,1,3,1,0
2022-03-08,SKU-S03,Sports,Wholesale,106.01,0.193,33,3498.33,1734.99,1713.95,493.87,1,106,1,3,1,0
2022-03-08,SKU-E05,Electronics,Wholesale,208.55,0.14,37,7716.35,3938.85,3739.34,381.65,0,185,1,3,1,0
2022-03-08,SKU-E03,Electronics,Online,165.37,0.312,18,2976.66,1672.46,1258.51,456.86,1,111,1,3,1,0
2022-03-08,SKU-S04,Sports,Online,70.39,0.367,22,1548.58,791.31,714.91,423.6,1,115,1,3,1,0
2022-03-08,SKU-A05,Apparel,Online,37.36,0.368,21,784.56,421.5,344.73,183.26,1,177,1,3,1,0
2022-03-08,SKU-H04,Home & Garden,Online,69.18,0.171,25,1729.5,786.63,926.01,168.61,1,41,1,3,1,0
2022-03-08,SKU-H02,Home & Garden,In-Store,59.54,0.236,20,1190.8,621.59,533.74,354.72,1,106,1,3,1,0
2022-03-09,SKU-E03,Electronics,Online,206.4,0.13,25,5160.0,2888.17,2266.68,51.45,0,116,2,3,1,0
2022-03-09,SKU-A04,Apparel,Wholesale,45.88,0.213,34,1559.92,773.56,785.62,7.42,1,135,2,3,1,0
2022-03-09,SKU-S04,Sports,Online,109.78,0.15,40,4391.2,2120.07,2240.38,307.46,1,89,2,3,1,0
2022-03-09,SKU-S04,Sports,Online,70.13,0.375,19,1332.47,617.76,683.74,309.7,1,12,2,3,1,0
2022-03-09,SKU-G04,Grocery,Wholesale,10.67,0.236,25,266.75,111.81,154.28,6.63,1,138,2,3,1,0
2022-03-09,SKU-A05,Apparel,Mobile App,46.96,0.264,21,986.16,504.58,431.77,498.13,1,149,2,3,1,0
2022-03-09,SKU-G01,Grocery,Online,11.37,0.194,20,227.4,93.2,90.01,441.9,1,42,2,3,1,0
2022-03-09,SKU-G01,Grocery,Wholesale,10.2,0.352,28,285.6,138.24,120.64,267.21,1,63,2,3,1,0
2022-03-09,SKU-G04,Grocery,Wholesale,9.85,0.313,25,246.25,119.22,80.34,466.87,1,58,2,3,1,0
2022-03-09,SKU-A02,Apparel,Wholesale,64.7,0.008,32,2070.4,957.11,1085.38,279.08,0,36,2,3,1,0
2022-03-09,SKU-B03,Beauty,Online,26.58,0.371,28,744.24,302.31,415.87,260.6,1,62,2,3,1,0
2022-03-09,SKU-A03,Apparel,Online,55.7,0.104,42,2339.4,1209.7,1088.33,413.74,0,198,2,3,1,0
2022-03-09,SKU-S01,Sports,In-Store,104.33,0.085,29,3025.57,1270.89,1729.52,251.57,0,159,2,3,1,0
2022-03-10,SKU-A03,Apparel,Wholesale,49.97,0.203,29,1449.13,785.6,623.57,399.65,1,35,3,3,1,0
2022-03-10,SKU-E02,Electronics,Online,200.69,0.237,20,4013.8,1875.97,2097.78,400.48,1,74,3,3,1,0
2022-03-10,SKU-G02,Grocery,Mobile App,14.26,0.113,24,342.24,152.63,154.9,347.12,0,123,3,3,1,0
2022-03-10,SKU-S04,Sports,Wholesale,93.73,0.192,36,3374.28,1734.55,1609.81,299.22,1,101,3,3,1,0
2022-03-10,SKU-S04,Sports,Mobile App,113.41,0.053,30,3402.3,2000.03,1365.96,363.14,0,41,3,3,1,0
2022-03-10,SKU-S02,Sports,Online,82.38,0.362,22,1812.36,740.19,1049.48,226.93,1,109,3,3,1,0
2022-03-10,SKU-E03,Electronics,Online,233.69,0.068,38,8880.22,4941.94,3897.65,406.31,0,150,3,3,1,0
2022-03-10,SKU-S03,Sports,Wholesale,78.96,0.391,30,2368.8,1230.38,1097.85,405.72,1,121,3,3,1,0
2022-03-10,SKU-A04,Apparel,Mobile App,42.99,0.275,25,1074.75,644.57,410.95,192.29,1,183,3,3,1,0
2022-03-10,SKU-H04,Home & Garden,In-Store,69.94,0.08,18,1258.92,605.66,628.4,248.6,0,143,3,3,1,0
2022-03-10,SKU-G03,Grocery,Online,9.53,0.333,30,285.9,162.25,103.9,197.46,1,35,3,3,1,0
2022-03-10,SKU-S02,Sports,Wholesale,98.92,0.177,36,3561.12,1935.72,1605.93,194.73,1,79,3,3,1,0
2022-03-10,SKU-B02,Beauty,Mobile App,31.08,0.227,28,870.24,410.54,439.88,198.19,1,159,3,3,1,0
2022-03-10,SKU-H02,Home & Garden,Online,66.76,0.215,21,1401.96,599.66,788.14,141.58,1,43,3,3,1,0
2022-03-10,SKU-H04,Home & Garden,Wholesale,50.76,0.383,26,1319.76,621.54,666.73,314.92,1,17,3,3,1,0
2022-03-10,SKU-S04,Sports,In-Store,120.12,0.02,26,3123.12,1359.66,1753.33,101.25,0,179,3,3,1,0
2022-03-10,SKU-A02,Apparel,In-Store,54.64,0.038,25,1366.0,739.02,626.11,8.74,0,64,3,3,1,0
2022-03-11,SKU-A05,Apparel,In-Store,40.49,0.291,26,1052.74,538.07,499.21,154.63,1,171,4,3,1,0
2022-03-11,SKU-B02,Beauty,In-Store,34.18,0.159,11,375.98,160.56,173.41,420.1,1,129,4,3,1,0
2022-03-11,SKU-S02,Sports,Mobile App,108.93,0.036,18,1960.74,1083.44,830.49,468.06,0,134,4,3,1,0
2022-03-11,SKU-G01,Grocery,Wholesale,11.41,0.213,34,387.94,158.27,221.73,79.39,1,52,4,3,1,0
2022-03-11,SKU-A02,Apparel,Online,54.26,0.166,31,1682.06,835.51,833.48,130.71,1,190,4,3,1,0
2022-03-11,SKU-H01,Home & Garden,In-Store,47.4,0.374,23,1090.2,440.16,632.32,177.2,1,161,4,3,1,0
2022-03-11,SKU-H04,Home & Garden,Online,60.91,0.156,26,1583.66,690.75,876.49,164.17,1,31,4,3,1,0
2022-03-11,SKU-G02,Grocery,Online,8.97,0.354,15,134.55,70.48,32.94,311.32,1,128,4,3,1,0
2022-03-11,SKU-G01,Grocery,Wholesale,11.61,0.208,20,232.2,129.4,64.8,379.97,1,61,4,3,1,0
2022-03-11,SKU-E03,Electronics,Online,267.09,0.021,34,9081.06,3783.69,5268.7,286.72,0,120,4,3,1,0
2022-03-11,SKU-E04,Electronics,Wholesale,186.42,0.318,38,7083.96,3799.41,3268.32,162.28,1,141,4,3,1,0
2022-03-11,SKU-E01,Electronics,Wholesale,170.78,0.246,37,6318.86,3304.91,2986.78,271.66,1,124,4,3,1,0
2022-03-11,SKU-S01,Sports,Online,83.78,0.295,26,2178.28,1015.78,1152.22,102.82,1,141,4,3,1,0
2022-03-11,SKU-H01,Home & Garden,Wholesale,69.89,0.131,34,2376.26,992.07,1357.75,264.37,0,175,4,3,1,0
2022-03-11,SKU-H04,Home & Garden,Mobile App,74.08,0.15,28,2074.24,1155.46,908.83,99.5,0,156,4,3,1,0
2022-03-12,SKU-A03,Apparel,Online,48.22,0.218,30,1446.6,694.78,728.68,231.37,1,77,5,3,1,1
2022-03-12,SKU-H03,Home & Garden,Mobile App,59.06,0.244,22,1299.32,625.34,655.03,189.48,1,146,5,3,1,1
2022-03-12,SKU-B02,Beauty,Wholesale,30.96,0.192,29,897.84,476.82,401.69,193.26,1,29,5,3,1,1
2022-03-12,SKU-G02,Grocery,Mobile App,9.73,0.294,33,321.09,133.71,156.21,311.66,1,61,5,3,1,1
2022-03-12,SKU-H02,Home & Garden,Wholesale,64.98,0.257,37,2404.26,1356.15,1022.55,255.56,1,161,5,3,1,1
2022-03-12,SKU-B03,Beauty,Wholesale,34.18,0.183,32,1093.76,443.22,601.04,495.01,1,62,5,3,1,1
2022-03-12,SKU-A02,Apparel,Wholesale,41.06,0.367,26,1067.56,539.71,514.62,132.31,1,92,5,3,1,1
2022-03-12,SKU-G01,Grocery,In-Store,14.31,0.038,24,343.44,148.24,173.24,219.61,0,19,5,3,1,1
2022-03-13,SKU-G04,Grocery,Wholesale,11.01,0.279,45,495.45,246.69,222.68,260.84,1,81,6,3,1,1
2022-03-13,SKU-H02,Home & Garden,Wholesale,70.98,0.057,42,2981.16,1356.99,1577.42,467.54,0,86,6,3,1,1
2022-03-13,SKU-S03,Sports,In-Store,112.01,0.105,27,3024.27,1710.91,1270.28,430.84,0,108,6,3,1,1
2022-03-13,SKU-A01,Apparel,Mobile App,36.06,0.399,22,793.32,385.37,386.37,215.78,1,133,6,3,1,1
2022-03-13,SKU-B01,Beauty,Mobile App,27.33,0.354,17,464.61,277.62,139.55,474.43,1,23,6,3,1,1
2022-03-13,SKU-B01,Beauty,Online,31.61,0.17,20,632.2,342.22,282.67,73.14,1,154,6,3,1,1
2022-03-13,SKU-A04,Apparel,Mobile App,48.58,0.134,27,1311.66,559.09,720.69,318.79,0,75,6,3,1,1
2022-03-13,SKU-E01,Electronics,Online,239.51,0.033,27,6466.77,2742.54,3704.89,193.38,0,17,6,3,1,1
2022-03-13,SKU-A01,Apparel,Wholesale,62.44,0.024,34,2122.96,933.53,1145.27,441.59,0,128,6,3,1,1
2022-03-13,SKU-S01,Sports,Online,85.69,0.282,16,1371.04,565.73,798.91,63.98,1,120,6,3,1,1
2022-03-14,SKU-B03,Beauty,Mobile App,40.19,0.016,30,1205.7,539.66,660.25,57.93,0,37,0,3,1,0
2022-03-14,SKU-E03,Electronics,Mobile App,248.93,0.07,32,7965.76,4775.83,3171.71,182.24,0,126,0,3,1,0
2022-03-14,SKU-S04,Sports,Online,119.26,0.031,33,3935.58,1965.93,1952.29,173.58,0,55,0,3,1,0
2022-03-14,SKU-B02,Beauty,Mobile App,30.68,0.262,24,736.32,406.34,308.6,213.79,1,62,0,3,1,0
2022-03-14,SKU-A03,Apparel,In-Store,54.67,0.09,22,1202.74,683.13,472.62,469.95,0,181,0,3,1,0
2022-03-14,SKU-S01,Sports,Wholesale,68.9,0.4,22,1515.8,817.17,697.54,10.93,1,20,0,3,1,0
2022-03-14,SKU-A04,Apparel,In-Store,46.07,0.255,26,1197.82,585.51,574.35,379.55,1,110,0,3,1,0
2022-03-14,SKU-E01,Electronics,Wholesale,165.82,0.333,34,5637.88,3307.29,2286.2,443.92,1,59,0,3,1,0
2022-03-14,SKU-E04,Electronics,In-Store,236.56,0.073,25,5914.0,2491.41,3411.16,114.33,0,22,0,3,1,0
2022-03-14,SKU-B02,Beauty,Wholesale,35.6,0.161,30,1068.0,538.24,529.05,7.14,1,121,0,3,1,0
2022-03-14,SKU-E04,Electronics,Online,168.38,0.309,22,3704.36,2164.85,1521.13,183.77,1,29,0,3,1,0
2022-03-14,SKU-S03,Sports,Wholesale,89.77,0.178,34,3052.18,1528.28,1507.21,166.92,1,33,0,3,1,0
2022-03-14,SKU-G04,Grocery,Mobile App,14.15,0.103,28,396.2,225.08,155.26,158.6,0,172,0,3,1,0
2022-03-14,SKU-A04,Apparel,Online,46.86,0.273,24,1124.64,487.7,624.78,121.56,1,65,0,3,1,0
2022-03-14,SKU-S01,Sports,In-Store,87.87,0.325,25,2196.75,943.37,1217.99,353.92,1,175,0,3,1,0
2022-03-14,SKU-A04,Apparel,Mobile App,44.65,0.299,18,803.7,422.12,369.26,123.23,1,123,0,3,1,0
2022-03-15,SKU-B02,Beauty,In-Store,38.06,0.115,26,989.56,566.56,382.3,406.96,0,159,1,3,1,0
2022-03-15,SKU-S03,Sports,Online,67.55,0.377,26,1756.3,1021.79,687.61,468.99,1,99,1,3,1,0
2022-03-15,SKU-E02,Electronics,Mobile App,204.58,0.145,26,5319.08,2935.67,2342.27,411.38,0,131,1,3,1,0
2022-03-15,SKU-G04,Grocery,In-Store,13.71,0.089,25,342.75,195.66,122.79,243.03,0,90,1,3,1,0
2022-03-15,SKU-H04,Home & Garden,Online,82.62,0.056,29,2395.98,1382.88,998.7,144.01,0,183,1,3,1,0
2022-03-15,SKU-E02,Electronics,Wholesale,186.45,0.257,35,6525.75,3382.13,3143.55,0.71,1,118,1,3,1,0
2022-03-15,SKU-B01,Beauty,In-Store,27.48,0.259,24,659.52,278.79,368.85,118.81,1,10,1,3,1,0
2022-03-15,SKU-G02,Grocery,Wholesale,13.27,0.088,43,570.61,277.4,282.18,110.32,0,45,1,3,1,0
2022-03-15,SKU-E02,Electronics,Mobile App,228.5,0.049,14,3199.0,1426.05,1747.48,254.71,0,112,1,3,1,0
2022-03-15,SKU-G03,Grocery,In-Store,14.54,0.085,29,421.66,189.57,215.75,163.36,0,39,1,3,1,0
2022-03-15,SKU-G04,Grocery,Mobile App,13.56,0.13,43,583.08,259.47,318.31,53.04,0,195,1,3,1,0
2022-03-15,SKU-B02,Beauty,Mobile App,37.47,0.001,25,936.75,532.83,377.53,263.86,0,193,1,3,1,0
2022-03-15,SKU-H01,Home & Garden,Wholesale,62.91,0.219,35,2201.85,969.06,1230.06,27.32,1,147,1,3,1,0
2022-03-16,SKU-E02,Electronics,Mobile App,175.77,0.344,18,3163.86,1485.09,1633.57,451.98,1,105,2,3,1,0
2022-03-16,SKU-A05,Apparel,Mobile App,60.61,0.054,33,2000.13,919.79,1039.03,413.12,0,70,2,3,1,0
2022-03-16,SKU-S01,Sports,In-Store,78.0,0.392,25,1950.0,1065.87,851.81,323.21,1,42,2,3,1,0
2022-03-16,SKU-S02,Sports,Online,80.87,0.378,23,1860.01,801.16,1017.06,417.93,1,93,2,3,1,0
2022-03-16,SKU-B02,Beauty,Online,39.97,0.002,34,1358.98,546.35,788.39,242.39,0,162,2,3,1,0
2022-03-16,SKU-H04,Home & Garden,Online,77.8,0.065,22,1711.6,793.81,874.32,434.69,0,102,2,3,1,0
2022-03-16,SKU-E05,Electronics,Online,178.88,0.302,29,5187.52,2448.29,2709.61,296.25,1,91,2,3,1,0
2022-03-16,SKU-G01,Grocery,Mobile App,8.62,0.381,30,258.6,126.78,128.87,29.49,1,97,2,3,1,0
